SOURCE,DESTINATION
7133,34033
43969,34450
36747,34715
12148,17365
9949,31834
9266,36304
36645,26650
15550,20010
45810,24063
38330,2697
12520,3157
34332,19540
4990,13950
3105,44762
37016,34908
38309,79
29913,27460
41769,20001
41660,42040
21956,43699
5521,27138
27041,28762
46267,16988
40814,8414
30211,31432
42417,17763
45588,44017
41764,45572
31501,44470
15177,42856
12769,8669
3981,3470
11237,18922
10107,39892
38354,45291
10759,32179
26307,32568
22599,30947
2969,9208
16917,1321
33061,34617
36525,16748
44705,25612
2888,30336
7779,44365
42695,29970
46465,3444
45514,31526
37219,1179
42372,35602
2260,35296
11452,22064
4161,38075
13732,44167
25677,44521
25571,37698
42768,14179
26575,19227
5601,9698
32472,31290
31934,11452
30662,44412
600,4234
40558,5504
42590,2641
5256,16767
26400,29972
25249,21584
9969,5571
11405,28282
26739,42480
16545,4504
17924,11930
8623,19297
19696,40469
15251,15909
26570,8851
3057,42407
35363,31891
17853,29979
37613,16388
44009,15340
28912,13421
43240,30407
33077,43351
47163,34642
25827,33621
32564,34055
5689,47196
35113,10508
15887,11176
15429,21684
34118,12997
37160,15679
45330,38583
4489,31282
25851,6113
171,19662
9298,40781
34469,25521
31189,1683
27823,3088
40269,25851
5943,44865
27733,27317
40913,18165
22368,14027
46804,7423
35143,17640
124,27946
26972,45661
8033,1258
4372,6306
26662,39913
28745,42797
37626,41575
28060,29320
40310,37352
425,931
25344,45191
22032,34466
25145,23196
41019,24870
25089,5555
41331,14633
21035,43722
1350,1811
14350,1081
6124,16854
43385,17771
13319,11072
37670,4926
17088,20636
6724,29529
41284,39179
45285,35844
13866,15031
40247,19920
42871,7385
26157,39444
14523,7659
47117,15770
2956,32016
21594,129
6085,18711
30070,28653
9687,5640
25267,14285
37633,15435
6764,18041
26829,36978
39923,24969
35169,31936
29053,42087
17678,13063
336,36550
45394,24799
45550,12576
29131,14452
11302,32184
30601,46701
11271,22918
7174,7452
19146,17245
42078,32423
11664,5476
21777,11964
40763,25617
42391,8478
20400,27152
24209,41878
22407,24247
3914,19345
12682,13024
7280,38417
38536,2123
34681,44460
28744,4822
705,34321
46136,6825
17252,6869
8629,29502
7107,23134
12886,18583
45186,17746
37304,41727
30661,13078
2773,27612
3296,18419
34064,35069
11425,39513
18190,14019
24127,34931
10157,44827
15945,29575
7360,44152
6060,5383
28419,39937
5980,14525
42999,33128
45158,12645
22382,27705
3274,789
7031,32712
25496,44073
36174,6513
5466,16834
31190,19564
34507,36127
36834,42161
16546,33131
41859,43248
9303,10092
27826,46391
41637,4250
11209,25518
30746,43154
9886,45802
15953,3712
1426,30074
18691,37639
46073,45135
31086,42215
17797,18121
1212,1247
39360,22834
15444,21510
28299,1472
5372,43612
3830,17531
42590,31910
5585,14972
44938,18971
19698,1578
19684,24007
42949,29381
17769,42690
41075,19940
46485,41205
27013,21841
8510,16488
26991,38166
33798,23427
4090,34908
43429,37105
25985,21699
7665,33122
31575,32748
25052,46909
3423,17077
43205,25443
26785,39398
20319,12110
38489,11732
30510,44484
19355,42939
22076,39309
28084,39253
46554,988
37986,7722
6499,23910
38897,12676
22426,38971
20871,19551
38795,30286
18349,24471
29060,18073
3078,142
46205,3470
5137,11521
3001,10285
24630,17381
11417,39826
16833,20114
36292,36022
33536,10860
46946,38375
23433,14720
7967,42369
17450,8220
23064,24535
11066,24303
26959,35879
38377,5702
8247,30909
43048,13367
30598,5775
26831,8936
8351,41610
4193,21745
31923,1811
27416,22452
38514,44887
31149,30245
45386,3833
14011,5554
582,42686
38914,42597
7837,40520
9609,27812
34096,37050
11121,38703
14318,22
42910,13764
29058,19010
1308,20514
4569,23652
41425,42712
2233,46507
15227,30417
40747,42849
29110,30148
2540,4595
40696,28649
15500,46932
22708,37091
24458,13063
10424,8204
43355,8972
21251,9893
40403,42550
22412,2275
36017,46262
16675,4297
38488,46066
12644,33540
18007,10427
13889,9123
43976,8573
39148,38928
955,8680
41314,47172
28562,15785
7280,16048
46925,22205
12962,23818
17916,28246
14577,3210
23451,17488
3774,2910
43530,39936
17810,22360
8786,38510
29332,16760
24182,373
611,24461
15292,44945
42557,1404
29731,39952
32800,16723
26258,9708
14505,24071
3201,27678
14865,45754
4752,7551
25519,24017
33738,23097
1258,28082
29126,12044
36616,44767
23670,30294
17660,23752
16254,19754
39813,47107
7239,7686
28342,12785
16862,18821
37299,1434
2006,13698
21702,14616
39931,39073
35809,28937
44862,394
29734,14287
29238,33068
19415,43288
40293,35252
28353,22660
15403,9753
28113,7239
10816,22020
36030,25466
22834,6676
42891,46397
20750,30717
30224,30140
5479,26202
7417,29673
16954,46169
2008,12378
29087,44424
35098,10886
34064,3796
15581,31869
36614,1856
43892,41356
12861,13118
46961,15172
2636,15851
38302,12755
28627,29715
20806,12257
16895,39479
39684,22976
7420,343
40452,12174
10872,34703
9131,46990
7011,28202
32963,34935
35729,34260
27338,42266
13367,25312
25992,40573
43003,45385
34147,11931
43222,2775
7167,24741
45616,1695
13525,32491
10829,43711
17080,7597
20436,19231
31766,12167
44589,17236
8937,39581
33088,26061
18983,139
25778,16591
33902,30654
7804,18436
16099,42248
30501,26645
42761,24214
10134,33102
21640,37613
10415,37495
25504,24061
19091,11093
27370,20439
17983,24998
37167,38908
18518,12889
9707,41273
28918,34818
5402,18983
2507,28063
28909,42997
45435,37528
3092,32395
35821,47123
22752,29342
16554,43282
16744,22083
38591,27628
40512,3537
28082,4783
38696,7620
17601,2237
5248,16427
45516,20049
11361,7916
37799,35154
19989,36608
3959,36879
45390,39604
10308,11659
38396,9148
41553,20256
36299,15688
24875,31670
42948,6679
26123,38578
16656,11532
45429,37083
19377,5600
21344,32327
2000,9727
33263,28110
16080,6407
21275,46039
21904,35268
21371,12855
41548,2167
5932,28495
20288,22944
21508,1341
27624,12223
21361,31692
6436,31650
17338,6878
22481,14531
43280,35647
39038,28035
36720,378
41193,14078
41722,7197
10110,978
10759,46954
17305,42571
45650,1350
42953,34611
41799,29243
46963,5139
23532,13970
9853,42244
2126,45537
13496,38842
3367,39330
26313,40168
42570,18130
2635,9754
38489,41424
30805,18765
35527,9053
46345,32285
18881,22721
24541,22309
30990,10284
1950,34209
32974,24465
1494,25454
14986,43482
21600,7859
212,22697
6446,13484
32869,33064
39944,26021
6108,2123
37510,6470
2335,24978
35547,20846
831,38143
30263,43713
5178,5676
15625,10206
32679,24688
42668,29934
31072,12544
3970,856
10973,20294
26356,39908
42229,32085
23417,21202
1597,38648
9346,36360
33518,7750
4137,36283
30226,21611
24855,2065
3677,30292
18675,32562
38580,12566
4583,13379
22787,30303
8417,3872
38989,24187
40087,44843
36488,33041
5377,19894
19387,15140
46536,5396
5574,27962
26030,36401
33998,30954
35306,34562
11079,43467
26253,32992
5049,4367
2419,39705
32238,26013
12848,30251
9312,8830
13032,5203
799,34665
15882,30473
31489,38253
43206,41891
45490,22908
6726,39705
4754,46050
40899,5756
28204,40071
40172,31052
19361,46004
35864,34306
34331,23365
13018,14148
15665,8541
43121,24145
33970,5950
9678,45311
45127,12885
1381,3920
12820,45439
16719,170
33242,32063
29176,22476
38740,24176
12855,44560
7327,24652
21466,37158
22057,6832
12893,7646
3957,45793
8961,3512
8109,36801
26120,20796
1453,21123
24670,38587
46136,6277
44089,3405
9182,41172
3846,33564
6262,35258
20203,439
31548,28879
31001,7166
6958,33760
6061,24900
3654,41205
30589,40813
29548,11784
42920,12552
16708,29819
31930,32948
5396,787
143,42917
43242,41861
3052,24016
34093,31467
45956,1022
33244,27573
11308,4972
43204,44692
40502,3337
25910,26893
16057,7526
35782,27213
36433,3453
37727,12843
42738,4176
24474,21338
12410,12178
16315,3098
37749,25823
15711,5502
6281,32367
45176,46879
46896,7934
20915,3554
20147,39646
35207,31016
31210,28966
1774,15456
37800,31411
31188,25800
17401,30475
42959,37550
285,12214
21563,24754
39212,13357
13567,43170
29424,38961
22833,12307
656,34449
9453,12378
8262,45581
39578,26890
38272,39646
25692,42952
41492,13608
31843,16110
10727,2431
40584,20722
15202,9208
13154,45343
4533,18773
35659,4803
45463,26839
41218,8435
18953,30063
25527,46326
16355,28825
15016,42850
17902,20026
43086,1820
33490,41058
33040,25952
44453,12795
32522,42926
39969,33295
38163,26963
20301,40821
26806,18122
12421,43929
15726,27974
16023,42906
1802,26128
40321,25250
13573,31921
29576,29540
6346,43562
36066,46864
42082,32802
24214,39302
37208,13018
8246,13199
43102,33345
25661,10124
38969,43215
21477,37751
18060,23698
34259,26628
17645,21485
16059,42738
32625,5556
2894,47204
11499,42728
38920,16066
35639,31610
26104,23390
38103,5830
27302,7629
18526,37370
46583,46989
40645,45094
15931,42546
13743,30524
36111,6895
31974,20031
13961,26596
5248,36443
37355,4638
26663,6490
16448,24407
15802,33861
37129,9352
34038,46162
32573,35324
19283,22955
20554,8685
30204,9331
28731,8448
25962,45844
40187,22037
8130,37824
22965,9203
31875,42804
38132,2839
46162,46802
31469,41590
7753,11667
29882,21617
21863,46848
7502,32057
47176,28299
17771,40272
3277,6807
22178,38764
44485,25810
17935,30857
20250,37867
8568,21308
17534,13841
35678,41873
19200,44398
40728,13806
41865,9419
38027,35558
40678,11937
3895,46986
42007,12417
3203,35020
27437,621
27471,44738
17382,8503
21180,43303
31710,34078
18431,33335
25731,18496
28159,18041
24762,19525
47013,5732
8804,12562
42066,35975
7329,31229
36789,1184
8068,43232
31730,46095
35174,42379
19381,35288
33933,13735
30643,43235
38122,46932
9698,21210
38663,19656
3691,21207
45557,20847
44999,43090
44940,17253
39215,46816
29905,38043
29775,30485
2043,46274
15084,36545
39795,23524
27072,27595
32540,37345
2524,669
15503,3949
1846,2440
35602,27985
23871,2406
3367,7851
41591,26302
43795,16767
44854,39065
32287,9879
39136,43267
15251,36786
4361,2226
13122,7947
33184,40145
18317,20243
17311,39065
19919,1436
4781,15121
27055,16841
35185,22906
41277,26533
40305,43113
22469,13829
32651,13619
31583,43727
13702,41276
40223,31235
27514,33621
19720,33392
2921,30653
29938,10483
37317,17645
8625,17248
41942,40212
41108,9349
31919,28584
44478,37921
41665,44064
38480,20480
24051,25937
21377,20999
26200,38872
20708,16750
15493,15736
35481,13836
15044,13291
42571,42821
142,30125
43685,25277
22015,7387
1385,16680
40419,9817
33589,23604
9630,34950
34785,45342
8607,22223
18250,36629
27393,7579
38696,15912
33314,12979
32916,26043
42285,33932
816,37525
46685,24129
9328,44548
19851,33091
8362,20631
8917,12172
9981,46742
44228,45684
28,17151
13169,13269
2980,8022
34406,39926
18791,43319
21141,32501
43663,4587
18510,30167
35286,41713
26532,14648
24737,43561
19123,2747
11907,26511
44980,33231
33194,9237
36873,39648
24575,20196
45430,34128
45574,16336
30495,22313
21220,8156
35606,5238
40731,14672
1022,31917
41014,16474
21867,27561
26164,36693
36780,18704
22286,32268
32257,45845
16376,45776
5867,569
28741,10460
18606,38397
13659,25913
26197,34682
22421,38445
6874,12975
1656,23004
4294,36681
46807,15704
43509,23361
35874,39604
9528,20010
27196,6924
8904,4058
38099,7073
34904,10498
28548,17707
31800,44898
1545,38911
1494,3601
17748,33052
20763,18947
41825,486
45140,3721
39120,4004
8847,33664
16982,3014
41337,39011
41773,14845
17434,11263
29246,46155
40127,39295
44424,43388
37797,8679
27020,36
1060,3198
12699,17353
33370,43431
28252,14226
12434,27250
30089,47122
34339,24336
16217,14298
15759,6951
10400,1720
37401,19484
46015,4875
44045,37148
4225,9237
15567,11686
24392,4235
10373,31062
32655,1980
36382,7253
21713,31236
31335,6061
1357,11795
3990,4949
36569,40762
38546,42934
40401,17075
1659,19580
33430,10808
18342,32299
8212,15846
21271,41866
28068,6336
45530,5539
4076,30612
5360,45407
42838,44574
28234,40541
38170,45914
18306,26709
41415,34653
33545,43528
21804,20821
35112,24100
501,13161
38301,903
36522,20581
43139,32235
3619,36113
7499,8854
30361,27319
23252,21272
14693,23648
34050,39197
31349,34050
10860,37881
32538,40947
15854,772
11405,45760
46796,38453
13879,3100
24473,33247
33351,33377
32678,26812
40172,26908
30181,22979
18590,29689
9249,10278
23471,43099
46583,33572
35869,3239
44573,17049
40249,19217
43674,24590
45793,19133
43318,43083
46516,25290
8535,19277
16057,2586
16376,35171
25270,1407
44343,12517
2999,2814
28686,25311
1055,24497
9626,11715
29286,16361
34269,14121
30451,37337
9344,5190
31959,16965
40359,39653
34763,12095
1866,35561
16793,26511
21621,39548
44936,776
16978,18955
38498,29495
16383,5803
42287,18590
11772,9376
28914,4682
38618,11826
8873,28939
18032,38063
46627,29625
24837,27944
42630,6983
30779,17231
27659,28919
4090,45412
1678,39093
40702,30213
14891,9393
22719,20631
42252,17544
13770,3945
8767,40879
37953,14740
45046,36311
28008,42937
15484,20431
34493,40161
40961,45219
35573,11157
10693,6932
13901,41128
21620,1021
23243,34179
3778,5094
10471,4730
15644,167
40285,20372
43906,11574
10498,20141
41813,24086
28227,26854
42038,36306
26273,37601
18948,34014
8359,41121
33475,8226
37296,27738
35305,37902
13581,29265
521,34895
25984,43657
3902,15937
19025,4679
39541,7535
558,37834
5814,35602
31285,23267
19151,44230
4889,31390
45142,38186
43075,22222
43803,29432
46655,47180
19262,45508
34402,36546
3622,129
19623,29005
9117,9576
15499,11783
38970,38473
18400,17538
11729,34885
21592,15283
7923,4439
6156,45350
11776,17710
7206,36342
31581,4465
26027,43561
42211,41210
24005,43834
22905,29748
29199,1156
45969,19185
22012,561
4078,33372
12275,45725
9438,32255
6790,46593
37304,22621
4285,26016
25477,39062
23983,24806
755,10868
8179,32122
24510,12516
17026,45286
34190,1744
20066,15931
9975,13069
19234,22281
20617,21261
26783,25043
34983,44902
5711,34276
22084,21657
11565,30107
23151,3404
14661,4104
14883,25055
14560,1002
43818,19262
41487,23062
44099,33988
20060,23296
10516,26829
7932,21965
32151,41657
22486,36229
35019,29544
32296,14483
24380,6249
32069,27327
17762,28055
45341,15385
32400,2707
31511,19247
26725,28515
19016,17236
46575,198
45896,1958
5170,31349
11812,27825
37670,14084
45583,10055
34972,42626
37910,38786
39878,11230
1716,45816
317,28478
26511,43076
24923,43501
10308,8284
23178,33440
16319,43706
2216,30928
37499,3312
20928,41786
24924,43636
3640,16182
40312,17878
23153,10980
43264,43657
10509,22596
4013,45049
7697,17038
10118,32236
15151,33386
12953,14220
4122,42794
2180,36961
42257,41778
46940,2827
33877,26713
34418,30782
31692,33575
30016,36675
22605,735
40947,41449
45845,1614
31624,41111
2163,10138
17248,27963
41626,30431
31310,23517
35751,40452
21785,3580
38094,9623
2089,32399
43770,30730
40842,13642
34629,42491
19688,6352
16009,12457
410,45218
46048,35658
38773,6440
42570,2080
20642,22842
11214,11415
16699,26040
31937,43400
36497,46724
14295,36220
32090,34082
21547,4587
18745,13924
21401,38759
41995,6808
9756,3758
24161,15884
11361,38087
18482,45373
22504,23097
43873,38892
45960,42472
38318,41344
15996,37793
42210,3413
36686,46783
15037,45444
7538,17334
13347,34845
36607,43615
21901,11986
10712,28851
37674,11279
81,15202
20369,21887
39536,33566
36835,39973
46587,1693
43434,46451
15571,44569
39469,9653
26454,37540
41834,36867
28384,28350
21660,42176
25741,2641
5282,10885
3657,16195
17850,36342
38436,12389
3610,2539
4288,30081
3314,19234
46180,41503
31763,7022
38581,7040
20111,26232
25145,34240
40377,28550
33698,45912
31992,6332
10899,38102
39019,41088
45037,18228
24415,23267
32192,9999
39107,36060
40781,40183
27969,5069
24149,3347
21879,16885
33441,8327
3546,29018
35467,22812
32796,12247
20173,40670
43606,2920
42451,46521
4599,40642
36939,17672
26923,36889
44450,3419
10938,16453
37818,25696
16853,39215
4410,18381
14053,6983
32757,35812
21260,18745
12017,43395
31420,3768
20226,36874
29924,33917
28112,756
43398,40209
10029,38911
42299,44614
2953,42017
27014,37540
24076,20532
1203,34973
18908,24938
11793,33204
23046,6288
46687,14109
376,37180
13300,13316
18024,24884
34279,30713
39009,21373
7877,42428
690,22211
28088,10912
18874,3220
1965,1437
24173,3436
44247,17596
12178,17006
44600,13155
46435,37924
41183,39961
9793,2319
32113,19044
17830,23000
20933,3652
17523,30926
29913,33566
15224,43771
9762,17632
39011,41281
16576,31090
390,37648
5279,10542
148,22831
11123,22536
19884,4070
5564,45397
26491,29693
26520,24189
41296,24341
46103,605
46526,40483
5587,31350
19069,6279
14238,5157
16688,41708
44805,29977
27944,29542
40671,37642
30571,24171
30871,17744
24844,28622
28232,32783
42478,26329
41423,39614
4989,38834
3436,18118
19435,31816
38140,8836
32388,10915
14565,41842
1710,43159
8633,42786
1483,26713
43604,24410
29916,43039
22592,714
28856,17486
23384,19546
6350,38229
28833,43140
25902,33276
41487,21172
22393,3829
38906,28834
27155,5669
22918,36339
6085,44619
3304,2551
26687,35940
42152,33572
40654,13105
44607,42965
28353,10
5964,6350
46536,41592
32144,27767
38726,46853
38711,16472
6896,15725
20117,26621
1618,3915
14587,33215
21117,27036
14504,16546
33594,10464
17784,39115
43018,32941
26283,623
26641,17315
43363,29814
5585,26292
24515,2239
27567,30533
46984,32941
38728,44073
16769,43842
7003,30181
18898,39920
2437,29252
5971,19427
15459,8653
18314,14547
5502,19934
2292,11237
15765,42760
44976,43033
3434,35199
7796,27322
32821,46835
190,33919
21860,20256
38589,11083
42186,23511
2570,27653
30926,38170
34433,8984
33454,8669
3636,31859
34020,28853
11118,37160
739,3176
40879,43378
19451,21536
16351,36734
18862,17271
40846,44012
22454,39213
18222,24184
34585,26851
20467,11204
23624,22009
8372,16938
41759,14307
43670,43907
14415,45664
27338,46969
30692,28902
12759,44956
33743,42957
42927,42005
13649,40175
19611,6881
30754,23177
1026,12962
9613,33090
27701,46179
46316,22206
3813,26710
12863,20737
30112,28944
19439,1015
15581,40629
45491,9581
32064,1432
34879,30934
5620,15060
12215,18414
6311,19602
26037,18797
37583,31321
24139,23619
42749,34326
1996,34718
14216,5242
25749,8568
15668,36754
17502,45647
40269,13787
14356,5746
24938,46131
37919,40999
40111,9182
2798,46581
14394,21648
24245,4120
43224,27421
18553,33781
15456,11130
25196,19331
34768,40229
45870,13431
14300,41360
18871,15865
4249,30092
22778,42384
615,19869
3479,28890
9135,2076
22309,39323
18399,31562
3848,9134
41770,20868
36524,41273
3378,343
11968,31167
40758,14232
30034,214
35726,21453
31698,13608
13649,41109
2020,35021
41271,44391
38847,10528
7927,42065
38419,26700
26861,19542
38567,4979
45644,4606
13555,27702
40886,3141
25022,37706
9817,32114
22359,25696
14121,4780
6049,4538
45701,23318
14753,30060
42529,27476
24023,10351
23079,46035
3878,40048
43415,14004
10279,8019
13352,17440
4883,9610
46026,10351
25681,3479
3042,37479
33613,38647
23063,44298
7741,1385
41434,31094
20917,19665
38229,14607
42455,3922
25816,46926
43061,34401
29054,43729
27306,3357
33433,30073
44830,43922
19330,3346
11837,8217
16040,26317
14052,34894
40075,26957
40269,25996
21496,20683
44353,24453
11879,32529
33059,43848
19401,45840
15869,15271
26852,32933
21387,34118
34169,31224
8008,31758
31684,23123
30569,27492
34461,40767
23878,18128
1979,14786
9530,3506
41629,33184
22363,41050
3085,19953
7733,43053
3747,16714
2731,10276
12274,20549
15217,26499
9949,38038
21113,38009
14872,5385
24651,19476
38026,8376
19718,44371
15539,30787
32430,15278
43116,41241
20383,33726
28420,15886
33959,25993
43504,25281
27988,15775
2014,26378
26882,45611
34235,2271
4488,26914
8079,43908
44392,29772
30866,27992
28775,36573
39130,45692
41123,30143
6312,45746
46369,38925
27166,17909
40426,10094
28722,33267
31103,5507
42455,44849
41168,43399
24127,9861
18312,18207
7107,8791
17361,14326
538,42565
19945,19262
17665,31388
32881,11030
25405,16659
6728,30631
26708,15513
7948,43
34543,3300
31703,36543
37561,19543
10642,16862
10803,6992
43511,46622
25659,13608
46341,7573
44809,42629
38965,38971
25211,34533
18500,10276
46600,45891
943,40712
9084,23475
29913,25815
30346,18675
209,44242
30008,44950
34763,22314
29897,39632
38708,10663
27050,6919
45510,11115
44497,20395
11558,39674
14989,44609
32991,45205
34759,4270
42468,41219
11459,42246
16465,45144
17626,19973
26672,12278
6515,46645
11613,37434
32172,28340
37040,35641
46271,19710
40657,19153
7165,28907
7537,44712
10717,32604
43169,44695
8365,30863
37500,21865
8107,6550
24553,18792
30224,19066
47162,1257
9017,45349
36607,8631
20798,37054
548,9187
38202,40041
2239,15065
16270,10962
37209,10035
22945,19920
14949,45378
33594,5475
39742,638
37234,28820
26784,28435
44316,46379
35604,9202
5095,11459
26582,39699
15448,37655
34758,21866
44270,35129
309,36882
39923,11743
43455,4707
3060,16561
37405,39866
46224,32048
15603,42935
29967,25720
12822,31183
39434,19643
13638,12770
20059,37610
43277,39028
16685,37917
25132,12888
18156,691
17849,8669
12960,26924
8113,34981
25702,22762
39454,33570
25115,23907
1025,21929
12068,22305
45620,15146
27375,24215
19609,3673
1421,26507
1229,24855
39094,38505
26477,23250
45883,35013
36300,3677
21389,31839
43919,15909
19746,44813
5172,20798
5271,35348
42757,17528
6276,27780
26759,38467
20819,8147
9478,2874
21687,27267
27784,4644
2461,1053
25649,2208
15021,3896
30564,43456
43877,21457
14332,32515
29053,8473
22676,11616
21147,34374
12952,14930
31830,3618
33990,10518
23671,26759
18147,4562
28609,8626
39386,39322
440,20419
1484,3625
36514,16111
7215,47122
29967,14923
28035,39372
9645,32877
17118,39664
42425,45441
9698,21554
29689,10492
2959,46348
36521,33255
18375,15769
22449,38006
34398,6624
44708,5234
348,20826
4439,18860
30466,44964
8833,20339
15570,329
32794,35974
43971,17864
21768,76
21265,26333
22820,15860
21546,31461
23304,37820
21525,38625
12395,37674
44520,1365
6108,7012
23286,41917
23701,41988
5529,7555
46897,43682
10602,19991
5713,12895
23999,35843
23334,45707
4495,46703
13993,27198
19673,28297
18420,34231
9638,44503
30018,42705
14376,3458
133,35581
38662,23172
23315,35207
38336,18729
13266,12788
45346,29837
36640,14003
39634,27800
27048,45253
38415,26547
20072,3072
35283,39397
5711,46623
42790,4390
29013,15751
27575,27055
32656,9402
39939,37178
25755,30523
765,7188
26123,45047
1033,38956
39466,27150
27762,24069
42727,13923
32137,25634
33239,34284
45302,22021
1729,8016
40318,8541
17702,32930
6300,34205
11890,21025
6967,43228
30605,20561
32305,18862
8012,1235
189,8935
23959,30827
4258,19544
12676,35632
44175,39797
13949,18362
10391,29793
14105,563
27639,44162
6952,44742
36304,30806
27942,13268
11154,9693
46482,16288
1497,7782
34408,13178
9490,28697
44573,13580
5654,13159
38935,22466
40315,27353
23871,8502
4148,34178
36559,2529
22859,33835
39402,15995
3594,33492
15843,26672
17071,12880
42434,32194
27293,22010
18717,29583
29844,46973
20361,28736
20416,7639
2529,42121
16739,21762
32367,1767
1454,34903
6338,23101
5477,33412
45484,34445
6032,26736
16187,36270
37526,22980
4995,6227
39872,12082
35116,28708
31646,20584
29409,32194
22874,40500
35054,22633
40009,23716
45928,11886
23412,12996
16815,23041
36678,7405
15946,46402
2135,36408
38680,36229
46721,17971
25520,43341
28605,12863
420,28298
43513,8440
10426,37940
38038,43946
32191,6280
2511,13351
8791,36068
26176,1583
39852,44581
39022,16361
43222,6437
29271,36499
10699,20907
41426,19421
7106,1681
33765,31905
45037,360
13019,31649
16646,2692
44628,41150
20897,6807
30565,30397
20651,47226
23769,276
46397,40593
21752,43024
1634,10766
36513,33632
33817,388
7197,11709
17994,46159
12485,27886
24306,24264
44605,40075
4135,18789
16087,4670
10967,6042
33423,16631
21390,27160
35349,46780
43014,6536
45815,11033
3137,36316
40338,758
11592,46717
3411,28164
18773,27345
37146,11291
13858,16857
30682,31335
18727,415
5282,4457
35795,42823
21653,38690
21721,29110
1128,45664
3696,4666
4456,10831
9952,1144
35299,35676
18340,12025
1534,14845
4061,28637
22198,23155
5890,41413
23972,16075
45745,28843
24047,9594
1476,23357
32468,39656
10214,32282
34287,35732
43696,28035
16188,32733
10618,2195
12148,19999
6159,12642
43038,39471
11774,38360
16816,31931
11898,30374
19341,38310
13451,46122
33982,43706
12907,6113
208,18732
46368,37181
37476,21045
26009,14739
45903,16525
18632,9421
40104,42414
6265,19298
16903,26910
42399,14280
12345,29959
36216,28535
44110,7135
24369,39810
25808,21342
7834,24810
17892,8291
35379,18827
10798,26532
34712,25443
757,3959
34181,11314
44232,38034
19885,25711
19002,41382
14270,1661
28429,22097
31694,45686
45740,18860
4494,3605
30871,43916
5291,40071
47152,27997
38219,10342
11620,19340
17968,19018
21350,16262
40836,286
19847,4999
21532,42054
26044,25724
39656,45893
12975,21733
37037,3137
14131,41972
14889,15687
28728,10136
16776,36214
8165,11864
17744,18900
32940,154
43458,38517
21691,38594
13396,42618
8542,44511
26654,34793
22007,44604
11922,14775
25389,17408
23263,40062
33826,5384
12652,12130
24414,30502
20452,41193
20525,11106
38691,26940
36030,41114
29516,45656
42771,35974
32201,13212
11668,36931
26841,28798
35468,12274
37538,6373
39915,36429
40470,25949
16899,36404
30031,32334
47117,10768
38114,28195
39502,40044
5639,8527
29228,13932
21519,36438
7460,16170
41916,15525
19053,38787
16938,32336
24726,33434
34574,14232
45693,11945
33814,14835
31989,46589
8296,24058
43223,27902
23758,39475
35229,42302
2745,32657
43133,15210
36306,11631
30619,36346
28692,4322
39241,6083
36466,32953
3682,42910
26140,31523
5219,43808
19292,19810
36048,13255
4668,44294
35429,19798
15337,45574
45758,14537
36658,19041
32946,12536
24819,32008
26292,3046
46058,44955
29100,24017
34786,27298
26322,42347
26304,6984
7192,28872
30200,3256
30373,41449
7691,41361
35033,11891
34133,15492
6527,10005
26508,41254
16884,9327
27087,6392
11471,15178
29094,13743
38795,11861
41033,12286
30953,10987
31029,5047
7655,39735
28668,21562
21071,1576
32454,5609
30699,202
23123,24887
42349,43346
11308,35471
7625,7605
20536,30044
27259,29063
27697,43820
18619,22338
3597,30529
24019,17934
23427,17618
25868,366
45080,27415
46942,1890
10383,4746
29209,11338
41260,19424
26567,7779
32517,10533
5620,9268
26928,29317
38428,10118
18727,17639
13936,31106
36162,4333
19596,3854
16096,38920
25295,27000
14104,22382
2692,17181
12069,5069
33519,44242
44485,3549
40159,18743
34827,14668
23995,6789
28494,26641
37049,1749
24329,18925
457,44502
13736,42418
31382,3164
42806,36853
43561,40824
13267,3987
25506,12468
40491,40223
24869,16976
34970,35298
27363,3551
11709,18559
19453,20617
46540,18739
14487,45509
4373,9810
13765,38321
16691,3543
17785,5178
3335,29905
30974,17309
22677,19183
12248,29838
25074,12297
24573,8536
4327,11993
41925,44012
19887,22103
18753,6216
44196,3966
41543,22703
14536,2957
20762,43436
8984,35966
11021,6307
14819,45557
20359,38754
2448,33528
6607,25563
30511,4121
39165,36395
10932,36941
35472,19793
34782,36657
42018,10771
10589,10966
25329,35271
43858,10929
40497,25024
5190,1976
8622,33973
6059,8919
42064,12961
8527,15761
42433,8990
17347,25083
5636,38766
21084,35984
18935,33398
9538,41296
38609,37136
22023,41567
24475,30775
8735,36282
27981,3317
24384,41115
9798,31891
40642,25850
46733,17675
18852,14155
30007,3780
34851,35504
22697,42265
3035,13740
3940,17769
28488,43856
36188,46904
31227,44660
17504,14252
11803,6730
25467,33171
38193,31687
23164,4350
22405,10571
2095,44788
8402,34169
45829,22161
38413,4314
40212,786
21160,35732
7302,40142
40161,811
44508,24294
29468,47065
7374,23991
18338,29404
34234,22387
47051,23621
2072,39954
32777,17177
17538,24172
2504,35899
21369,13866
41890,9489
15368,41602
16329,13161
24827,11720
21368,27050
5409,13439
2878,17051
4814,5548
39594,35461
42826,19685
39099,19402
34630,46652
12521,43878
29538,43801
19495,34362
29893,12642
40834,17376
6721,28112
36871,26208
44766,32267
43916,35329
24570,22186
12486,46518
9309,7634
23520,43198
6743,11101
19140,1701
7557,20089
35711,26918
22831,21870
41089,15816
23549,23927
39566,16089
557,17547
11209,17582
25963,31783
15991,44593
8752,26603
36932,44806
45618,21448
11363,14128
44240,32031
12178,22077
39568,45976
24987,35264
